id,lender,principal,rate,termMonths,installment,currency,startDate,note
l_mac,Apple / Copperwired — MacBook M5 Max,190000,0,10,19000,THB,2026-04-01,10×฿19K Apr 2026–Jan 2027 · serial D2M3V20F9W
